ID,Name,Nexus_File,rooted,type,method,scaling,Source
posterior-160,STATE_434900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-161,STATE_191000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-162,STATE_270500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-163,STATE_465100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-164,STATE_239400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-165,STATE_102600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-166,STATE_440900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-167,STATE_418000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-168,STATE_48400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-169,STATE_212900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-170,STATE_349600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-171,STATE_36000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-172,STATE_298100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-173,STATE_423200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-174,STATE_439000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-175,STATE_470200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-176,STATE_88100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-177,STATE_515500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-178,STATE_55600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-179,STATE_127900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-180,STATE_304100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-181,STATE_520000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-182,STATE_28900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-183,STATE_225200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-184,STATE_363700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-185,STATE_302000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-186,STATE_329100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-187,STATE_251700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-188,STATE_367900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-189,STATE_500000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-190,STATE_216500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-191,STATE_255400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-192,STATE_403400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-193,STATE_393500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-194,STATE_41200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-195,STATE_217100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-196,STATE_365000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-197,STATE_24000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-198,STATE_179900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-199,STATE_282600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-200,STATE_111400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-201,STATE_1600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-202,STATE_512400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-203,STATE_68100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-204,STATE_25000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-205,STATE_90900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-206,STATE_493500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-207,STATE_153900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-208,STATE_325100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-209,STATE_401800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-210,STATE_148900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-211,STATE_223300000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-212,STATE_286000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-213,STATE_170800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-214,STATE_245800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-215,STATE_258200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-216,STATE_318000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-217,STATE_61800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-218,STATE_505300000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-219,STATE_246400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-220,STATE_301700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-221,STATE_33100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-222,STATE_343400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-223,STATE_155400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-224,STATE_131500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-225,STATE_67000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-226,STATE_117000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-227,STATE_251000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-228,STATE_190200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-229,STATE_272600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-230,STATE_347500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-231,STATE_164500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-232,STATE_122700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-233,STATE_93100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-234,STATE_421000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-235,STATE_25800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-236,STATE_279300000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-237,STATE_321200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-238,STATE_261600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-239,STATE_33400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-240,STATE_197700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-241,STATE_81600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-242,STATE_397000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-243,STATE_121600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-244,STATE_473800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-245,STATE_168900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-246,STATE_212200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-247,STATE_466800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-248,STATE_436100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-249,STATE_294000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-250,STATE_129700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-251,STATE_232700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-252,STATE_31100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-253,STATE_75100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-254,STATE_76900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-255,STATE_432200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-256,STATE_169800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-257,STATE_450100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-258,STATE_413000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-259,STATE_538400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-260,STATE_335900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-261,STATE_429200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-262,STATE_12400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-263,STATE_425900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-264,STATE_124100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-265,STATE_482000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-266,STATE_435500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-267,STATE_266500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-268,STATE_481700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-269,STATE_374700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-270,STATE_339600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-271,STATE_360100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-272,STATE_20100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-273,STATE_304500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-274,STATE_22400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-275,STATE_318200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-276,STATE_289600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-277,STATE_443100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
